iter	Accuracy	MultiClass
109	0.9986004199	0.04605400151
110	0.9989503149	0.04536280847
111	0.9988336832	0.04476441717
112	0.9990669466	0.04396659469
113	0.9990669466	0.04351490673
114	0.9991835783	0.04290977056
115	0.9991835783	0.0421107928
116	0.9991835783	0.04170256752
117	0.9993002099	0.04127752669
118	0.9995334733	0.04038418252
119	0.999650105	0.03992685631
120	0.999650105	0.0391608617
121	0.999650105	0.03866936566
122	0.999650105	0.03818730528
123	0.999650105	0.03744899244
124	0.999650105	0.03697825442
125	0.999650105	0.03636656482
126	0.999650105	0.03598759594
127	0.999650105	0.03563888391
128	0.999650105	0.03510591101
129	0.999650105	0.03471687952
130	0.999650105	0.03419404487
131	0.999650105	0.03394972999
132	0.999650105	0.03367386738
133	0.9997667366	0.03325625998
134	0.999650105	0.0329221269
135	0.9997667366	0.03241904407
136	0.9997667366	0.03218420466
137	0.9997667366	0.03181189719
138	0.9997667366	0.03167661509
139	0.9998833683	0.03141205769
140	1	0.03094472475
141	1	0.03060311306
142	0.9998833683	0.03035676954
143	0.9998833683	0.02997125549
144	1	0.02970480995
145	1	0.02937818881
146	1	0.02925234062
147	1	0.02906830571
148	1	0.02889719133
149	1	0.02866248211
150	1	0.02835014473
151	1	0.02818503953
152	1	0.02788784959
153	1	0.02761587513
154	1	0.02739675018
155	1	0.02704966962
156	1	0.02679500637
157	1	0.02659255223
158	1	0.02635817071
159	1	0.02617902707
160	1	0.02598699112
161	1	0.02576491883
162	1	0.02534358601
163	1	0.02507062098
164	1	0.02486326561
165	1	0.02472571887
166	1	0.02448063869
167	1	0.02427221384
168	1	0.02411924386
169	1	0.02391771556
170	1	0.02371605064
171	1	0.02337751282
172	1	0.02310147786
173	1	0.02274229168
174	1	0.02254593568
175	1	0.0223066104
176	1	0.02207507271
177	1	0.02183212806
178	1	0.02166466692
179	1	0.02148591346
180	1	0.02130655022
181	1	0.02115106732
182	1	0.02084067234
183	1	0.02065913825
184	1	0.02041188974
185	1	0.02033647562
186	1	0.02019402427
187	1	0.0199102488
188	1	0.01972573601
189	1	0.01947225498
190	1	0.01932869855
191	1	0.01917904226
192	1	0.01904815845
193	1	0.01887744568
194	1	0.01866614257
195	1	0.01857367012
196	1	0.01843700529
197	1	0.01835480167
198	1	0.0182051431
199	1	0.01808836523
200	1	0.01794746426
201	1	0.01779614206
202	1	0.0176607041
203	1	0.01749611429
204	1	0.01741506088
205	1	0.01730030706
206	1	0.01720797329
207	1	0.01711471908
208	1	0.01696474525
209	1	0.01680297885
210	1	0.01673169333
211	1	0.01665688363
212	1	0.01651639946
213	1	0.01633042527
214	1	0.01614796749
215	1	0.01598138903
216	1	0.01584449122
217	1	0.01574313391
218	1	0.01568289599
219	1	0.01555985973
220	1	0.01543864149
221	1	0.01534227217
222	1	0.01526785451
223	1	0.01518771966
224	1	0.01508536309
225	1	0.0149277777
226	1	0.01480331839
227	1	0.01466001734
228	1	0.0145949124
229	1	0.01449416012
230	1	0.01432390843
231	1	0.0142695883
232	1	0.01420717866
233	1	0.01410906485
234	1	0.01398558888
235	1	0.01393729954
236	1	0.01381624969
237	1	0.01373419789
238	1	0.0136608014
239	1	0.01360386383
240	1	0.01353374667
241	1	0.01344346111
242	1	0.01337457693
243	1	0.01329363577
244	1	0.01319583936
245	1	0.01308662589
246	1	0.01300372978
247	1	0.01295415683
248	1	0.01282187154
249	1	0.01272378868
250	1	0.01263237431
251	1	0.01254816783
252	1	0.0125095941
253	1	0.01242250146
254	1	0.01232156881
255	1	0.01226692845
256	1	0.01218791752
257	1	0.01212350272
258	1	0.01204961938
259	1	0.01201617179
260	1	0.01189358937
261	1	0.011775245
262	1	0.01173235672
263	1	0.01166746814
264	1	0.01154363012
265	1	0.01146979149
266	1	0.01143440542
267	1	0.01137049312
268	1	0.01131668106
269	1	0.0112553228
270	1	0.01118239954
271	1	0.01114954141
272	1	0.01110517156
273	1	0.01100331112
274	1	0.01088889159
275	1	0.01084150505
276	1	0.01080376837
277	1	0.01073237025
278	1	0.01066171346
279	1	0.01058989565
280	1	0.01048537436
281	1	0.01041083441
282	1	0.01030991552
283	1	0.01023096455
284	1	0.01017439596
285	1	0.01008410328
286	1	0.01002851626
287	1	0.009949971216
288	1	0.009912425721
289	1	0.00985411241
290	1	0.009820697855
291	1	0.009775550115
292	1	0.009697815507
293	1	0.009658520911
294	1	0.009592150709
295	1	0.009515206323
296	1	0.009487159016
297	1	0.009441773489
298	1	0.009335939488
299	1	0.009256518556
300	1	0.009201725686
301	1	0.009139436426
302	1	0.00910521251
303	1	0.009074699538
304	1	0.009026166905
305	1	0.008958329994
306	1	0.008938319117
307	1	0.00886934221
308	1	0.008774117907
309	1	0.008688448993
310	1	0.00861355958
311	1	0.008575230681
312	1	0.008561896849
313	1	0.008507844711
314	1	0.008459152288
315	1	0.008391590088
316	1	0.008348433813
317	1	0.00831984698
318	1	0.008276541428
319	1	0.008219389248
320	1	0.008171168539
321	1	0.008143496356
322	1	0.008081279884
323	1	0.008057936961
324	1	0.008012711201
325	1	0.007965796599
326	1	0.007885209191
327	1	0.00784509779
328	1	0.007801089778
329	1	0.007750662801
330	1	0.007670937237
331	1	0.007636078786
332	1	0.007604037432
333	1	0.007568089678
334	1	0.007528858448
335	1	0.007463118364
336	1	0.007407438244
337	1	0.007377359946
338	1	0.007342210659
339	1	0.007292887437
340	1	0.007263319708
341	1	0.007207849538
342	1	0.007174174106
343	1	0.007141826706
344	1	0.007121917414
345	1	0.007065094462
346	1	0.007033494481
347	1	0.006987681462
348	1	0.006954663157
349	1	0.00690759431
350	1	0.006869916763
351	1	0.006859304369
352	1	0.006829541592
353	1	0.006809305174
354	1	0.006779510578
355	1	0.006759069331
356	1	0.006731991625
357	1	0.006689293785
358	1	0.006655082055
359	1	0.006637654877
360	1	0.006628606488
361	1	0.006600013387
362	1	0.006573294126
363	1	0.006560271594
364	1	0.006529085408
365	1	0.006497923578
366	1	0.006434679047
367	1	0.006408911445
368	1	0.006359770366
369	1	0.006346481986
370	1	0.00631880772
371	1	0.006283420673
372	1	0.006252090176
373	1	0.00621657146
374	1	0.006187898046
375	1	0.006160059555
376	1	0.006123716886
377	1	0.006092128573
378	1	0.006063405533
379	1	0.006035778986
380	1	0.006000650587
381	1	0.005975652346
382	1	0.005932076022
383	1	0.005888121725
384	1	0.005860420974
385	1	0.005830719041
386	1	0.005792667886
387	1	0.00578231224
388	1	0.005733200539
389	1	0.005711611816
390	1	0.005679151851
391	1	0.005634998148
392	1	0.005612921136
393	1	0.00559959017
394	1	0.005578810054
395	1	0.005558768729
396	1	0.005533352977
397	1	0.005498740743
398	1	0.005471476082
399	1	0.005429208781
400	1	0.005416232322
401	1	0.005404120146
402	1	0.005364218089
403	1	0.005352927018
404	1	0.005329056018
405	1	0.005314784371
406	1	0.005297758973
407	1	0.00528280502
408	1	0.00526266048
409	1	0.005245208692
410	1	0.005227057074
411	1	0.005215738605
412	1	0.005187681206
413	1	0.005176271382
414	1	0.005152510714
415	1	0.00513211153
416	1	0.005116142394
417	1	0.005091343519
418	1	0.005071778243
419	1	0.00505107819
420	1	0.00503657805
421	1	0.005001269866
422	1	0.004984959471
423	1	0.00495421334
424	1	0.004914351607
425	1	0.004904760116
426	1	0.004882710139
427	1	0.004867171171
428	1	0.004842348788
429	1	0.004819277976
430	1	0.00480196858
431	1	0.004782766501
432	1	0.004765737114
433	1	0.004746166547
434	1	0.004733687071
435	1	0.004717573903
436	1	0.004696944936
437	1	0.004680016175
438	1	0.004646026948
439	1	0.00463191336
440	1	0.004613272817
441	1	0.004596846723
442	1	0.004582309132
443	1	0.004556300797
444	1	0.004541578312
445	1	0.004533051513
446	1	0.0045050556
447	1	0.004480177415
448	1	0.004460895261
449	1	0.004437159684
450	1	0.004424680068
451	1	0.004405819338
452	1	0.004391675917
453	1	0.004364946701
454	1	0.004349104451
455	1	0.004330628193
456	1	0.004317093689
457	1	0.004297462817
458	1	0.004281405495
459	1	0.004264867962
460	1	0.004238279159
461	1	0.004222770391
462	1	0.004209050022
463	1	0.00418680324
464	1	0.004175636123
465	1	0.004158179658
466	1	0.004144922661
467	1	0.004128994029
468	1	0.004109180292
469	1	0.00410342798
470	1	0.004094335383
471	1	0.004086374742
472	1	0.00407300475
473	1	0.004054491129
474	1	0.004036484302
475	1	0.00401824286
476	1	0.004001140086
477	1	0.003988589707
478	1	0.00397412287
479	1	0.003963130176
480	1	0.003940732869
481	1	0.003921508807
482	1	0.003897535608
483	1	0.003884972126
484	1	0.003871752726
485	1	0.003857852714
486	1	0.00384514922
487	1	0.003831112902
488	1	0.003813664354
489	1	0.003801981032
490	1	0.003791989445
491	1	0.003782893481
492	1	0.003768174186
493	1	0.003749574486
494	1	0.003741262483
495	1	0.00372468305
496	1	0.003707649886
497	1	0.003695854911
498	1	0.00367909193
499	1	0.003666294295
500	1	0.00365289381
501	1	0.003640142068
502	1	0.003628871362
503	1	0.00361695789
504	1	0.003604826461
505	1	0.003568192893
506	1	0.003553424261
507	1	0.003541664285
508	1	0.003520803513
509	1	0.003497982819
510	1	0.003477576027
511	1	0.00346386752
512	1	0.003450987383
513	1	0.003432687192
514	1	0.003427581462
515	1	0.003416413445
516	1	0.003400206307
517	1	0.003386942196
518	1	0.00337436572
519	1	0.003366493202
520	1	0.003357931962
521	1	0.003347590049
522	1	0.003329344896
523	1	0.003317416795
524	1	0.003308685423
525	1	0.003296559122
526	1	0.003286430895
527	1	0.003275965041
528	1	0.003269140127
529	1	0.003255775667
530	1	0.003245806649
531	1	0.00322854889
532	1	0.003214459329
533	1	0.003194529246
534	1	0.003184242139
535	1	0.003177461044
536	1	0.003163697923
537	1	0.003149285242
538	1	0.003139791462
539	1	0.003131632548
540	1	0.003124031573
541	1	0.003114491015
542	1	0.003103949987
543	1	0.003089802391
544	1	0.0030840404
545	1	0.003071645256
546	1	0.003056600711
547	1	0.003040767446
548	1	0.003022846362
549	1	0.003010112111
550	1	0.002993233034
551	1	0.002984723755
552	1	0.002977999469
553	1	0.002973005343
554	1	0.002964416798
555	1	0.002958086825
556	1	0.002949829399
557	1	0.002944253894
558	1	0.002935017141
559	1	0.002925578609
560	1	0.002916454357
561	1	0.002907888128
562	1	0.002897940854
563	1	0.002884631656
564	1	0.002876610965
565	1	0.002870643405
566	1	0.002858844428
567	1	0.002852249802
568	1	0.002844310969
569	1	0.002834196069
570	1	0.002825526939
571	1	0.002819274364
572	1	0.002807886546
573	1	0.002798535125
574	1	0.002791062882
575	1	0.002786246361
576	1	0.002779853831
577	1	0.002776047108
578	1	0.002763613075
579	1	0.002755267059
580	1	0.002743263645
581	1	0.002731996379
582	1	0.002725486986
583	1	0.002710644428
584	1	0.002705805074
585	1	0.002697445188
586	1	0.00268697823
587	1	0.002677344335
588	1	0.002663163307
589	1	0.002654044627
590	1	0.002645359203
591	1	0.002640026754
592	1	0.002636758766
593	1	0.002630784652
594	1	0.002626577971
595	1	0.0026160809
596	1	0.002612509319
597	1	0.002607558961
598	1	0.002603354385
599	1	0.002597962377
600	1	0.002586503532
601	1	0.002576801807
602	1	0.002566777603
603	1	0.002560873871
604	1	0.002551017278
605	1	0.002547227142
606	1	0.002540729066
607	1	0.002527399004
608	1	0.00251960787
609	1	0.002508996079
610	1	0.002500378748
611	1	0.00249368385
612	1	0.002486242117
613	1	0.002480207141
614	1	0.002473475387
615	1	0.002468954386
616	1	0.002465157054
617	1	0.002454575377
618	1	0.002450413314
619	1	0.002446005598
620	1	0.002436997578
621	1	0.002428826164
622	1	0.002423395904
623	1	0.002414188731
624	1	0.002400571616
625	1	0.00239908654
626	1	0.00239187434
627	1	0.002385082513
628	1	0.002365189872
629	1	0.002361732517
630	1	0.002359341051
631	1	0.002355911083
632	1	0.002347272543
633	1	0.002344228188
634	1	0.002338043335
635	1	0.002332648822
636	1	0.002324199843
637	1	0.002320026888
638	1	0.002311177701
639	1	0.002307068996
640	1	0.002302405948
641	1	0.002295030238
642	1	0.002289601233
643	1	0.002284699153
644	1	0.002277211834
645	1	0.002269629144
646	1	0.002266142576
647	1	0.002261041944
648	1	0.002257822705
649	1	0.002254902568
650	1	0.002248479026
651	1	0.002245137738
652	1	0.002237648971
653	1	0.002233362184
654	1	0.002228477404
655	1	0.002221495736
656	1	0.002216251425
657	1	0.002212657432
658	1	0.002206298445
659	1	0.002203075746
660	1	0.002201469463
661	1	0.002193893828
662	1	0.002189181708
663	1	0.002184955428
664	1	0.002178696443
665	1	0.002174873061
666	1	0.002168362355
667	1	0.002161352419
668	1	0.002156379076
669	1	0.002150308122
670	1	0.002144476281
671	1	0.002140754367
672	1	0.00213434848
673	1	0.002127546747
674	1	0.002119796994
675	1	0.002115266255
676	1	0.002109682931
677	1	0.002106069716
678	1	0.002101503302
679	1	0.00209875223
680	1	0.002089357327
681	1	0.00208298651
682	1	0.002078856179
683	1	0.00207310634
684	1	0.002069651076
685	1	0.00206482752
686	1	0.002060468421
687	1	0.002054323517
688	1	0.002048857218
689	1	0.002044324184
690	1	0.002040778547
691	1	0.002035270959
692	1	0.002032726084
693	1	0.002027017648
694	1	0.002023021869
695	1	0.002018954557
696	1	0.002016198991
697	1	0.002011358389
698	1	0.002008292363
699	1	0.002001308063
700	1	0.001997623123
701	1	0.001993727443
702	1	0.001985272305
703	1	0.001981809591
704	1	0.001979246651
705	1	0.001976093329
706	1	0.00196961159
707	1	0.001966461524
708	1	0.001960741932
709	1	0.001957376446
710	1	0.001949375956
711	1	0.001942735035
712	1	0.001937873813
713	1	0.001930534291
714	1	0.001927325159
715	1	0.001921395219
716	1	0.001915957004
717	1	0.001907751213
718	1	0.00190441301
719	1	0.00190084436
720	1	0.001895771484
721	1	0.001892621827
722	1	0.001889042197
723	1	0.001886137174
724	1	0.001880067053
725	1	0.001873568237
726	1	0.001869045201
727	1	0.001866119976
728	1	0.001861731832
729	1	0.001857775868
730	1	0.0018540354
731	1	0.001848724589
732	1	0.001845210357
733	1	0.001842921201
734	1	0.00183791509
735	1	0.001833624897
736	1	0.001830565349
737	1	0.001828323791
738	1	0.001824433854
739	1	0.001817808974
740	1	0.001814134011
741	1	0.001810251161
742	1	0.001806162344
743	1	0.001802314704
744	1	0.001799568704
745	1	0.001793573957
746	1	0.001790202432
747	1	0.001786016746
748	1	0.001781407604
749	1	0.001778447665
750	1	0.001774593139
751	1	0.001766819234
752	1	0.001764407729
753	1	0.001758153642
754	1	0.0017548453
755	1	0.001751606404
756	1	0.001746537676
757	1	0.001744311404
758	1	0.001741230482
759	1	0.001738251416
760	1	0.001733976382
761	1	0.001731240531
762	1	0.001725200677
763	1	0.001721894318
764	1	0.00171856376
765	1	0.00171613807
766	1	0.001714130631
767	1	0.001710754924
768	1	0.001706245055
769	1	0.001702792407
770	1	0.00170014559
771	1	0.001694014144
772	1	0.001689804727
773	1	0.001685280773
774	1	0.001682381359
775	1	0.001678579843
776	1	0.001676090487
777	1	0.001672307
778	1	0.001668865266
779	1	0.001668132522
780	1	0.001666267154
781	1	0.001662385344
782	1	0.00165768801
783	1	0.001654420422
784	1	0.001649316817
785	1	0.001644211108
786	1	0.001641500645
787	1	0.001634471157
788	1	0.001631177777
789	1	0.001628626614
790	1	0.001621851763
791	1	0.001617069032
792	1	0.001615216869
793	1	0.001612052813
794	1	0.001608080803
795	1	0.001603246504
796	1	0.001600494809
797	1	0.001597792776
798	1	0.001593437622
799	1	0.001590256107
800	1	0.001588232781
801	1	0.001586766754
802	1	0.001585072586
803	1	0.001580893452
804	1	0.001578823955
805	1	0.001574659752
806	1	0.00157265065
807	1	0.001569876182
808	1	0.001563390782
809	1	0.001561675216
810	1	0.001559493316
811	1	0.001556737014
812	1	0.001552602192
813	1	0.001550188853
814	1	0.00154865275
815	1	0.001545018541
816	1	0.001540897777
817	1	0.001538028082
818	1	0.001534997981
819	1	0.001532373154
820	1	0.001529724575
821	1	0.001525556567
822	1	0.001522764363
823	1	0.001519539896
824	1	0.001514587914
825	1	0.001513715272
826	1	0.001511958703
827	1	0.001509526591
828	1	0.00150659457
829	1	0.001505321386
830	1	0.001502568632
831	1	0.001501320834
832	1	0.001499836802
833	1	0.001495841325
834	1	0.001493150581
835	1	0.001489375195
836	1	0.001485704733
837	1	0.00148192219
838	1	0.001478713609
839	1	0.001476468473
840	1	0.001471403391
841	1	0.001469642676
842	1	0.001465665279
843	1	0.001464516678
844	1	0.001462973613
845	1	0.001460058913
846	1	0.001455314026
847	1	0.001452847454
848	1	0.001449992293
849	1	0.001448737377
850	1	0.001445811082
851	1	0.001443110075
852	1	0.001440912527
853	1	0.001437241575
854	1	0.001435609195
855	1	0.001432434164
856	1	0.001430568115
857	1	0.001429289665
858	1	0.001426086472
859	1	0.001423501613
860	1	0.001420553832
861	1	0.001418445663
862	1	0.00141447093
863	1	0.001412963979
864	1	0.001411795531
865	1	0.001409583881
866	1	0.001407161203
867	1	0.001404181561
868	1	0.001400779303
869	1	0.001399699219
870	1	0.001397317185
871	1	0.001394552888
872	1	0.001393248551
873	1	0.001390630841
874	1	0.00138866633
875	1	0.001385559339
876	1	0.00138209129
877	1	0.001379873445
878	1	0.00137789518
879	1	0.001373876993
880	1	0.001372507154
881	1	0.001369797332
882	1	0.001367468372
883	1	0.00136359878
884	1	0.001359750846
885	1	0.00135750573
886	1	0.00135577479
887	1	0.001354167698
888	1	0.001352077175
889	1	0.001347856672
890	1	0.001345400252
891	1	0.001342988818
892	1	0.001339790748
893	1	0.001338707171
894	1	0.001335116654
895	1	0.001333623731
896	1	0.001330533282
897	1	0.001328572849
898	1	0.001325722142
899	1	0.001322762872
900	1	0.001319614777
901	1	0.00131700569
902	1	0.001314790496
903	1	0.001312992349
904	1	0.00131093592
905	1	0.001308762211
906	1	0.001305000741
907	1	0.001303021346
908	1	0.001301261311
909	1	0.001298375863
910	1	0.001296987924
911	1	0.001295568314
912	1	0.001292085923
913	1	0.001289539227
914	1	0.001287286476
915	1	0.001284468537
916	1	0.001282895112
917	1	0.001280106783
918	1	0.00127724021
919	1	0.001276612604
920	1	0.001273412912
921	1	0.001270976601
922	1	0.001269995192
923	1	0.001266798285
924	1	0.001265084974
925	1	0.001261000554
926	1	0.001260190779
927	1	0.001259214375
928	1	0.001257197677
929	1	0.00125421148
930	1	0.001250712841
931	1	0.00124948437
932	1	0.001248155257
933	1	0.00124658786
934	1	0.001244847558
935	1	0.001243001142
936	1	0.001242291088
937	1	0.001241020758
938	1	0.001239232884
939	1	0.001236199353
940	1	0.001234824452
941	1	0.001233259627
942	1	0.00123188802
943	1	0.00123115621
944	1	0.001228709377
945	1	0.001226380466
946	1	0.001225234387
947	1	0.00122270521
948	1	0.001221162637
949	1	0.001219555649
950	1	0.001218749288
951	1	0.001215649889
952	1	0.001213082913
953	1	0.001210539314
954	1	0.001208535043
955	1	0.001205791166
956	1	0.001204440708
957	1	0.001201925946
958	1	0.00120054924
959	1	0.001198407987
960	1	0.001196298365
961	1	0.001193453998
962	1	0.00119266491
963	1	0.001190193149
964	1	0.001189045735
965	1	0.001186254302
966	1	0.001181393079
967	1	0.001179860261
968	1	0.001179144132
969	1	0.001176244732
970	1	0.001173789078
971	1	0.001171782934
972	1	0.001170793395
973	1	0.001169347715
974	1	0.001168204641
975	1	0.00116520637
976	1	0.001162554029
977	1	0.001161204911
978	1	0.001158028352
979	1	0.001156314215
980	1	0.00115308287
981	1	0.001151129966
982	1	0.00114915015
983	1	0.001146174236
984	1	0.00114410374
985	1	0.0011431878
986	1	0.00114173854
987	1	0.001138862642
988	1	0.001137216825
989	1	0.001136350185
990	1	0.001133341629
991	1	0.001131552094
992	1	0.001130381222
993	1	0.001127721631
994	1	0.001126391806
995	1	0.001124048165
996	1	0.001122367499
997	1	0.00112136639
998	1	0.001120373776
999	1	0.001119422991
